nodename,batch,solution,version,git,task,data,timestamp,action,stderr
mr-0xc11,1544788179,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e2_0_1,1544803390.91597,finish,0
mr-0xc11,1544822921,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e2_0_0,1544822931.90533,skip,0
mr-0xc11,1544822921,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e1_0_0,1544822931.92726,skip,0
mr-0xc11,1544822921,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_2e0_0_0,1544822931.94479,skip,0
mr-0xc11,1544822921,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e2_0_1,1544822931.95361,skip,0
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e2_0_0,1544822967.20273,start,
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e2_0_0,1544824394.80278,finish,0
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e1_0_0,1544824394.92142,start,
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e1_0_0,1544827464.00236,finish,0
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_2e0_0_0,1544827464.13674,start,
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_2e0_0_0,1544837046.30359,finish,0
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e2_0_1,1544837046.47613,start,
mr-0xc11,1544822964,data.table,1.11.9,550b8a7395d67d0e34433aaaf1214161f9b4b4a6,groupby,G1_1e9_1e2_0_1,1544838111.45409,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_1e2_0_0,1544889960.8696,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_1e2_0_0,1544889976.30427,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_1e1_0_0,1544889976.32995,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_1e1_0_0,1544890003.63113,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_2e0_0_0,1544890003.64874,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_2e0_0_0,1544890069.0561,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_1e2_0_1,1544890069.06958,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e7_1e2_0_1,1544890086.99915,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_1e2_0_0,1544890087.01064,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_1e2_0_0,1544890230.90214,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_1e1_0_0,1544890230.91601,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_1e1_0_0,1544890511.56575,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_2e0_0_0,1544890511.57588,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_2e0_0_0,1544891181.5866,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_1e2_0_1,1544891181.601,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e8_1e2_0_1,1544891340.55763,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_1e2_0_0,1544891340.5712,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_1e2_0_0,1544892822.60244,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_1e1_0_0,1544892822.70613,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_1e1_0_0,1544895980.70309,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_2e0_0_0,1544895980.82802,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_2e0_0_0,1544905590.96639,finish,0
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_1e2_0_1,1544905591.10327,start,
mr-0xc11,1544889852,data.table,1.11.9,87e48f020de7699232b4a7033b1c90c5ed7500ab,groupby,G1_1e9_1e2_0_1,1544906671.71018,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_1e2_0_0,1544906671.72767,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_1e2_0_0,1544906693.98918,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_1e1_0_0,1544906694.0017,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_1e1_0_0,1544906738.29462,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_2e0_0_0,1544906738.30849,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_2e0_0_0,1544906839.46324,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_1e2_0_1,1544906839.47704,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e7_1e2_0_1,1544906863.31864,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_1e2_0_0,1544906863.32994,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_1e2_0_0,1544907143.8555,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_1e1_0_0,1544907143.86978,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_1e1_0_0,1544907644.42779,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_2e0_0_0,1544907644.44259,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_2e0_0_0,1544908767.1291,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_1e2_0_1,1544908767.13915,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e8_1e2_0_1,1544909042.67623,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_1e2_0_0,1544909042.68934,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_1e2_0_0,1544912205.82804,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_1e1_0_0,1544912205.95583,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_1e1_0_0,1544918251.50821,finish,0
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_2e0_0_0,1544918251.63489,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_2e0_0_0,1544924662.83696,finish,5
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_1e2_0_1,1544924663.08872,start,
mr-0xc11,1544889852,dplyr,0.7.99.9000,f8f54a9b3bc81b63659ff380e52dac57a6047dc7,groupby,G1_1e9_1e2_0_1,1544927282.19634,finish,0
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_1e2_0_0,1544927282.21968,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_1e2_0_0,1544927303.94955,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_1e1_0_0,1544927303.96254,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_1e1_0_0,1544927328.539,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_2e0_0_0,1544927328.55296,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_2e0_0_0,1544927375.01293,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_1e2_0_1,1544927375.02734,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e7_1e2_0_1,1544927392.10553,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_1e2_0_0,1544927392.11865,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_1e2_0_0,1544927603.67999,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_1e1_0_0,1544927603.69433,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_1e1_0_0,1544927916.12889,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_2e0_0_0,1544927916.14342,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_2e0_0_0,1544928553.50481,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_1e2_0_1,1544928553.51939,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e8_1e2_0_1,1544928752.97385,finish,2
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_1e2_0_0,1544928752.99126,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_1e2_0_0,1544929341.20768,finish,8
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_1e1_0_0,1544929341.44156,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_1e1_0_0,1544929956.7077,finish,8
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_2e0_0_0,1544929956.9291,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_2e0_0_0,1544930580.20513,finish,8
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_1e2_0_1,1544930580.41589,start,
mr-0xc11,1544889852,pandas,0.23.4,,groupby,G1_1e9_1e2_0_1,1544931197.53457,finish,8
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_1e2_0_0,1544931197.74855,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_1e2_0_0,1544931208.56238,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_1e1_0_0,1544931208.56946,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_1e1_0_0,1544931221.13814,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_2e0_0_0,1544931221.14517,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_2e0_0_0,1544931236.24154,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_1e2_0_1,1544931236.24825,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e7_1e2_0_1,1544931246.44759,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_1e2_0_0,1544931246.45439,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_1e2_0_0,1544931345.50872,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_1e1_0_0,1544931345.51811,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_1e1_0_0,1544931468.58978,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_2e0_0_0,1544931468.59922,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_2e0_0_0,1544931624.01922,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_1e2_0_1,1544931624.02813,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e8_1e2_0_1,1544931707.95549,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_1e2_0_0,1544931707.96591,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_1e2_0_0,1544932805.97875,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_1e1_0_0,1544932806.11221,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_1e1_0_0,1544934250.61136,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_2e0_0_0,1544934250.64817,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_2e0_0_0,1544935864.12307,finish,0
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_1e2_0_1,1544935864.26506,start,
mr-0xc11,1544889852,pydatatable,0.7.0,db318464c27d02bc18e386c85e6e336cb36406df,groupby,G1_1e9_1e2_0_1,1544936489.23711,finish,0
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_1e2_0_0,1544936489.38129,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_1e2_0_0,1544936545.15943,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_1e1_0_0,1544936545.17042,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_1e1_0_0,1544936591.27448,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_2e0_0_0,1544936591.28832,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_2e0_0_0,1544936638.78503,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_1e2_0_1,1544936638.8006,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e7_1e2_0_1,1544936682.37257,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_1e2_0_0,1544936682.38647,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_1e2_0_0,1544936966.72829,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_1e1_0_0,1544936966.74279,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_1e1_0_0,1544937269.12891,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_2e0_0_0,1544937269.14315,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_2e0_0_0,1544937578.20499,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_1e2_0_1,1544937578.22283,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e8_1e2_0_1,1544937867.29176,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_1e2_0_0,1544937867.30556,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_1e2_0_0,1544940787.46964,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_1e1_0_0,1544940787.8701,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_1e1_0_0,1544944071.1017,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_2e0_0_0,1544944071.40602,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_2e0_0_0,1544947163.47418,finish,2
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_1e2_0_1,1544947163.79753,start,
mr-0xc11,1544889852,spark,2.4.0,,groupby,G1_1e9_1e2_0_1,1544950036.97419,finish,2
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_0,1544950037.18007,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_0,1544950080.23127,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e1_0_0,1544950080.24549,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e1_0_0,1544950154.21539,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_2e0_0_0,1544950154.22926,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_2e0_0_0,1544950254.59808,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_1,1544950254.61236,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e7_1e2_0_1,1544950292.00374,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_0,1544950292.01761,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_0,1544951035.16471,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e1_0_0,1544951035.17922,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e1_0_0,1544952448.85789,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_2e0_0_0,1544952448.87314,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_2e0_0_0,1544954587.05239,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_1,1544954587.06522,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e8_1e2_0_1,1544955308.77108,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_0,1544955308.78519,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_0,1544959201.27132,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e1_0_0,1544959201.74663,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e1_0_0,1544962872.25427,finish,0
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_2e0_0_0,1544962872.63487,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_2e0_0_0,1544966557.35205,finish,26
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_1,1544966557.61395,start,
mr-0xc11,1544889852,dask,1.0.0,38676863a6ae336bcb307a29a521de32480722b0,groupby,G1_1e9_1e2_0_1,1544969857.92529,finish,46
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_1e2_0_0,1544969858.29425,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_1e2_0_0,1544970001.03129,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_1e1_0_0,1544970001.04356,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_1e1_0_0,1544970122.06064,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_2e0_0_0,1544970122.0756,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_2e0_0_0,1544970452.88246,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_1e2_0_1,1544970452.89654,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e7_1e2_0_1,1544970524.51824,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_1e2_0_0,1544970524.53216,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_1e2_0_0,1544971127.15447,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_1e1_0_0,1544971127.16768,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_1e1_0_0,1544972818.61794,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_2e0_0_0,1544972818.6355,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_2e0_0_0,1544986149.7034,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_1e2_0_1,1544986149.71761,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e8_1e2_0_1,1544986716.45462,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_1e2_0_0,1544986716.46954,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_1e2_0_0,1544998680.50743,finish,0
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_1e1_0_0,1544998680.59006,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_1e1_0_0,1545064871.604,finish,111
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_2e0_0_0,1545064871.72586,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_2e0_0_0,1545064888.75777,finish,155
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_1e2_0_1,1545064888.77244,start,
mr-0xc11,1544889852,juliadf,0.15.2,41ec35bcf49a860706924b9b3e322eed03164c83,groupby,G1_1e9_1e2_0_1,1545064933.12282,finish,48
mr-0xc11,1545469252,data.table,1.11.9,e129080af00e96f3e63096f650e460011c282539,groupby,G1_1e7_1e2_0_0,1545469356.04208,start,
mr-0xc11,1545469252,data.table,1.11.9,e129080af00e96f3e63096f650e460011c282539,groupby,G1_1e7_1e2_0_0,1545469371.6845,finish,0
mr-0xc11,1545469252,data.table,1.11.9,e129080af00e96f3e63096f650e460011c282539,groupby,G1_1e7_1e1_0_0,1545469371.69559,start,
mr-0xc11,1545469252,data.table,1.11.9,e129080af00e96f3e63096f650e460011c282539,groupby,G1_1e7_1e1_0_0,1545469399.80365,finish,0
mr-0xc11,1545469252,data.table,1.11.9,e129080af00e96f3e63096f650e460011c282539,groupby,G1_1e7_2e0_0_0,1545469399.82912,start,
mr-0xc11,1545469252,data.table,1.11.9,e129080af00e96f3e63096f650e460011c282539,groupby,G1_1e7_2e0_0_0,1545469461.30079,finish,0
mr-0xc11,1545469252,data.table,1.11.9,e129080af00e96f3e63096f650e460011c282539,groupby,G1_1e7_1e2_0_1,1545469461.31481,start,
