nodename,batch,timestamp,task,data,in_rows,question,out_rows,out_cols,solution,version,git,fun,run,time_sec,mem_gb,cache,chk,chk_time_sec,comment
mr-0xc11,1544072228,1544096488.4897354,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 by id1:id2,10000,3,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,1,23.845,68.941,TRUE,2999972045,0.0,
mr-0xc11,1544072228,1544096512.3770323,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 by id1:id2,10000,3,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,2,23.883,68.941,TRUE,2999972045,0.0,
mr-0xc11,1544072228,1544096593.7257514,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 mean v3 by id3,10000000,3,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,1,81.282,69.278,TRUE,2999972045;481703143.921,0.063,
mr-0xc11,1544072228,1544096674.4681516,groupby,G1_1e9_1e2_0_1,1000000000,sum v1 mean v3 by id3,10000000,3,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,2,80.648,69.277,TRUE,2999972045;481703143.921,0.063,
mr-0xc11,1544072228,1544096683.6957178,groupby,G1_1e9_1e2_0_1,1000000000,mean v1:v3 by id4,100,4,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,1,9.196,68.942,TRUE,299.997;300.002;4817.038,0.0,
mr-0xc11,1544072228,1544096691.3703175,groupby,G1_1e9_1e2_0_1,1000000000,mean v1:v3 by id4,100,4,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,2,7.67,68.942,TRUE,299.997;300.002;4817.038,0.0,
mr-0xc11,1544072228,1544096717.541233,groupby,G1_1e9_1e2_0_1,1000000000,sum v1:v3 by id6,10000000,4,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,1,26.094,69.203,TRUE,2999972045;3000019420;48170381592.374,0.073,
mr-0xc11,1544072228,1544096742.2538831,groupby,G1_1e9_1e2_0_1,1000000000,sum v1:v3 by id6,10000000,4,pydatatable,0.7.0,4e7a7e1e469e65004041b391c3b60a10f4cd82e7,[.datatable,2,24.614,69.202,TRUE,2999972045;3000019420;48170381592.374,0.073,
mr-0xc11,1544072228,1544096806.540674,groupby,G1_1e7_1e2_0_0,10000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,4.542,1.183,TRUE,30001016.000,0.005,
mr-0xc11,1544072228,1544096808.282610,groupby,G1_1e7_1e2_0_0,10000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,0.791,1.184,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096810.555485,groupby,G1_1e7_1e2_0_0,10000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1.854,1.184,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096812.780108,groupby,G1_1e7_1e2_0_0,10000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1.776,1.184,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096817.083750,groupby,G1_1e7_1e2_0_0,10000000,sum v1 mean v3 by id3,100000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.811,1.197,TRUE,30001016.000;5065689.539,0.056,
mr-0xc11,1544072228,1544096820.574873,groupby,G1_1e7_1e2_0_0,10000000,sum v1 mean v3 by id3,100000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,3.234,1.196,TRUE,30001016.000;5065689.539,0.0,
mr-0xc11,1544072228,1544096822.640002,groupby,G1_1e7_1e2_0_0,10000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1.807,1.185,TRUE,300.010;299.980;5065.702,0.0,
mr-0xc11,1544072228,1544096823.888523,groupby,G1_1e7_1e2_0_0,10000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1.0,1.187,TRUE,300.010;299.980;5065.702,0.0,
mr-0xc11,1544072228,1544096827.642152,groupby,G1_1e7_1e2_0_0,10000000,sum v1:v3 by id6,100000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.301,1.198,TRUE,30001016.000;29998058.000;506570021.500,0.023,
mr-0xc11,1544072228,1544096830.835382,groupby,G1_1e7_1e2_0_0,10000000,sum v1:v3 by id6,100000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,2.934,1.198,TRUE,30001016.000;29998058.000;506570021.500,0.001,
mr-0xc11,1544072228,1544096874.398794,groupby,G1_1e7_1e1_0_0,10000000,sum v1 by id1,10,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.863,2.634,TRUE,30001016.000,0.005,
mr-0xc11,1544072228,1544096877.580340,groupby,G1_1e7_1e1_0_0,10000000,sum v1 by id1,10,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1.347,2.154,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096880.466253,groupby,G1_1e7_1e1_0_0,10000000,sum v1 by id1:id2,100,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1.752,2.154,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096883.242851,groupby,G1_1e7_1e1_0_0,10000000,sum v1 by id1:id2,100,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1.648,2.154,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096894.313878,groupby,G1_1e7_1e1_0_0,10000000,sum v1 mean v3 by id3,999951,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,9.889,2.156,TRUE,30001016.000;50649180.662,0.098,
mr-0xc11,1544072228,1544096904.175766,groupby,G1_1e7_1e1_0_0,10000000,sum v1 mean v3 by id3,999951,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,9.185,2.169,TRUE,30001016.000;50649180.662,0.002,
mr-0xc11,1544072228,1544096907.260681,groupby,G1_1e7_1e1_0_0,10000000,mean v1:v3 by id4,10,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,2.441,2.168,TRUE,30.001;29.998;506.570,0.0,
mr-0xc11,1544072228,1544096909.279639,groupby,G1_1e7_1e1_0_0,10000000,mean v1:v3 by id4,10,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1.35,2.168,TRUE,30.001;29.998;506.570,0.0,
mr-0xc11,1544072228,1544096920.748495,groupby,G1_1e7_1e1_0_0,10000000,sum v1:v3 by id6,999969,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,10.37,2.177,TRUE,30001016.000;29998058.000;506570021.500,0.025,
mr-0xc11,1544072228,1544096931.801699,groupby,G1_1e7_1e1_0_0,10000000,sum v1:v3 by id6,999969,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,10.373,2.192,TRUE,30001016.000;29998058.000;506570021.500,0.002,
mr-0xc11,1544072228,1544096979.196971,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1,2,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.771,3.555,TRUE,30001016.000,0.004,
mr-0xc11,1544072228,1544096984.540694,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1,2,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,2.227,3.044,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096989.147552,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1:id2,4,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.125,3.031,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544096993.027332,groupby,G1_1e7_2e0_0_0,10000000,sum v1 by id1:id2,4,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,2.456,3.05,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544097033.292497,groupby,G1_1e7_2e0_0_0,10000000,sum v1 mean v3 by id3,4323484,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,38.749,3.187,TRUE,30001016.000;218993175.266,0.062,
mr-0xc11,1544072228,1544097072.582433,groupby,G1_1e7_2e0_0_0,10000000,sum v1 mean v3 by id3,4323484,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,37.832,3.187,TRUE,30001016.000;218993175.266,0.006,
mr-0xc11,1544072228,1544097077.142507,groupby,G1_1e7_2e0_0_0,10000000,mean v1:v3 by id4,2,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.126,3.031,TRUE,6.000;6.000;101.314,0.0,
mr-0xc11,1544072228,1544097081.707766,groupby,G1_1e7_2e0_0_0,10000000,mean v1:v3 by id4,2,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,2.144,3.031,TRUE,6.000;6.000;101.314,0.0,
mr-0xc11,1544072228,1544097131.732554,groupby,G1_1e7_2e0_0_0,10000000,sum v1:v3 by id6,4323579,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,48.547,3.223,TRUE,30001016.000;29998058.000;506570021.500,0.029,
mr-0xc11,1544072228,1544097180.712090,groupby,G1_1e7_2e0_0_0,10000000,sum v1:v3 by id6,4323579,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,47.499,3.223,TRUE,30001016.000;29998058.000;506570021.500,0.009,
mr-0xc11,1544072228,1544097224.939038,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,4.404,1.187,TRUE,30001016.000,0.005,
mr-0xc11,1544072228,1544097226.553318,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,0.676,1.191,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544097228.083017,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1.069,1.191,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544097229.455950,groupby,G1_1e7_1e2_0_1,10000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,0.944,1.191,TRUE,30001016.000,0.0,
mr-0xc11,1544072228,1544097233.658175,groupby,G1_1e7_1e2_0_1,10000000,sum v1 mean v3 by id3,100000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.67,1.204,TRUE,30001016.000;5065689.539,0.055,
mr-0xc11,1544072228,1544097237.000011,groupby,G1_1e7_1e2_0_1,10000000,sum v1 mean v3 by id3,100000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,3.081,1.203,TRUE,30001016.000;5065689.539,0.001,
mr-0xc11,1544072228,1544097239.131467,groupby,G1_1e7_1e2_0_1,10000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1.869,1.191,TRUE,300.010;299.980;5065.702,0.0,
mr-0xc11,1544072228,1544097240.450308,groupby,G1_1e7_1e2_0_1,10000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1.057,1.193,TRUE,300.010;299.980;5065.702,0.0,
mr-0xc11,1544072228,1544097244.697130,groupby,G1_1e7_1e2_0_1,10000000,sum v1:v3 by id6,100000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,3.761,1.204,TRUE,30001016.000;29998058.000;506570021.500,0.022,
mr-0xc11,1544072228,1544097247.947145,groupby,G1_1e7_1e2_0_1,10000000,sum v1:v3 by id6,100000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,2.989,1.204,TRUE,30001016.000;29998058.000;506570021.500,0.001,
mr-0xc11,1544072228,1544097491.576248,groupby,G1_1e8_1e2_0_0,100000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,15.69,9.228,TRUE,300012972.000,0.005,
mr-0xc11,1544072228,1544097506.803435,groupby,G1_1e8_1e2_0_0,100000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,11.655,9.229,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544097531.718693,groupby,G1_1e8_1e2_0_0,100000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,22.125,9.229,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544097556.271750,groupby,G1_1e8_1e2_0_0,100000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,21.862,9.229,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544097610.859010,groupby,G1_1e8_1e2_0_0,100000000,sum v1 mean v3 by id3,1000000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,51.817,9.252,TRUE,300012972.000;50426316.721,0.056,
mr-0xc11,1544072228,1544097665.532815,groupby,G1_1e8_1e2_0_0,100000000,sum v1 mean v3 by id3,1000000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,51.934,9.272,TRUE,300012972.000;50426316.721,0.002,
mr-0xc11,1544072228,1544097682.539799,groupby,G1_1e8_1e2_0_0,100000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,14.304,9.259,TRUE,300.013;300.004;5042.646,0.0,
mr-0xc11,1544072228,1544097698.959162,groupby,G1_1e8_1e2_0_0,100000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,13.635,9.259,TRUE,300.013;300.004;5042.646,0.0,
mr-0xc11,1544072228,1544097746.870683,groupby,G1_1e8_1e2_0_0,100000000,sum v1:v3 by id6,1000000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,45.111,9.279,TRUE,300012972.000;300003781.000;5042645988.022,0.024,
mr-0xc11,1544072228,1544097795.226394,groupby,G1_1e8_1e2_0_0,100000000,sum v1:v3 by id6,1000000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,45.568,9.309,TRUE,300012972.000;300003781.000;5042645988.022,0.002,
mr-0xc11,1544072228,1544098113.272116,groupby,G1_1e8_1e1_0_0,100000000,sum v1 by id1,10,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,17.865,14.231,TRUE,300012972.000,0.005,
mr-0xc11,1544072228,1544098141.043143,groupby,G1_1e8_1e1_0_0,100000000,sum v1 by id1,10,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,17.449,11.099,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544098172.259164,groupby,G1_1e8_1e1_0_0,100000000,sum v1 by id1:id2,100,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,25.869,11.032,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544098203.243914,groupby,G1_1e8_1e1_0_0,100000000,sum v1 by id1:id2,100,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,25.775,11.032,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544098411.107904,groupby,G1_1e8_1e1_0_0,100000000,sum v1 mean v3 by id3,9999518,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,202.475,11.48,TRUE,300012972.000;504229602.556,0.069,
mr-0xc11,1544072228,1544098617.688235,groupby,G1_1e8_1e1_0_0,100000000,sum v1 mean v3 by id3,9999518,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,201.235,11.48,TRUE,300012972.000;504229602.556,0.014,
mr-0xc11,1544072228,1544098641.547754,groupby,G1_1e8_1e1_0_0,100000000,mean v1:v3 by id4,10,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,18.6,11.106,TRUE,30.001;30.000;504.265,0.0,
mr-0xc11,1544072228,1544098665.451986,groupby,G1_1e8_1e1_0_0,100000000,mean v1:v3 by id4,10,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,18.299,11.106,TRUE,30.001;30.000;504.265,0.0,
mr-0xc11,1544072228,1544098904.097329,groupby,G1_1e8_1e1_0_0,100000000,sum v1:v3 by id6,9999512,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,233.286,11.563,TRUE,300012972.000;300003781.000;5042645988.022,0.039,
mr-0xc11,1544072228,1544099145.154436,groupby,G1_1e8_1e1_0_0,100000000,sum v1:v3 by id6,9999512,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,235.02,11.563,TRUE,300012972.000;300003781.000;5042645988.022,0.02,
mr-0xc11,1544072228,1544099610.393950,groupby,G1_1e8_2e0_0_0,100000000,sum v1 by id1,2,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,31.302,16.942,TRUE,300012972.000,0.005,
mr-0xc11,1544072228,1544099655.006670,groupby,G1_1e8_2e0_0_0,100000000,sum v1 by id1,2,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,21.121,14.109,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544099704.086566,groupby,G1_1e8_2e0_0_0,100000000,sum v1 by id1:id2,4,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,36.269,13.923,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544099753.114803,groupby,G1_1e8_2e0_0_0,100000000,sum v1 by id1:id2,4,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,36.202,13.923,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544101562.411040,groupby,G1_1e8_2e0_0_0,100000000,sum v1 mean v3 by id3,43231389,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1796.372,15.669,TRUE,300012972.000;2180068212.716,0.107,
mr-0xc11,1544072228,1544103363.260314,groupby,G1_1e8_2e0_0_0,100000000,sum v1 mean v3 by id3,43231389,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1787.936,15.669,TRUE,300012972.000;2180068212.716,0.053,
mr-0xc11,1544072228,1544103398.954441,groupby,G1_1e8_2e0_0_0,100000000,mean v1:v3 by id4,2,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,22.852,14.109,TRUE,6.000;6.000;100.853,0.0,
mr-0xc11,1544072228,1544103442.386978,groupby,G1_1e8_2e0_0_0,100000000,mean v1:v3 by id4,2,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,20.264,14.109,TRUE,6.000;6.000;100.853,0.0,
mr-0xc11,1544072228,1544105742.458989,groupby,G1_1e8_2e0_0_0,100000000,sum v1:v3 by id6,43232226,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,2287.211,16.032,TRUE,300012972.000;300003781.000;5042645988.022,0.097,
mr-0xc11,1544072228,1544108037.199197,groupby,G1_1e8_2e0_0_0,100000000,sum v1:v3 by id6,43232226,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,2281.815,16.032,TRUE,300012972.000;300003781.000;5042645988.022,0.075,
mr-0xc11,1544072228,1544108440.595256,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,13.834,9.268,TRUE,300012972.000,0.005,
mr-0xc11,1544072228,1544108453.764216,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,9.884,9.275,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544108468.755409,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,12.385,9.276,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544108483.623077,groupby,G1_1e8_1e2_0_1,100000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,12.261,9.276,TRUE,300012972.000,0.0,
mr-0xc11,1544072228,1544108534.798942,groupby,G1_1e8_1e2_0_1,100000000,sum v1 mean v3 by id3,1000000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,48.496,9.299,TRUE,300012972.000;50426316.721,0.056,
mr-0xc11,1544072228,1544108585.297189,groupby,G1_1e8_1e2_0_1,100000000,sum v1 mean v3 by id3,1000000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,47.944,9.326,TRUE,300012972.000;50426316.721,0.002,
mr-0xc11,1544072228,1544108601.683016,groupby,G1_1e8_1e2_0_1,100000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,13.843,9.305,TRUE,300.013;300.004;5042.646,0.0,
mr-0xc11,1544072228,1544108617.426643,groupby,G1_1e8_1e2_0_1,100000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,13.181,9.305,TRUE,300.013;300.004;5042.646,0.0,
mr-0xc11,1544072228,1544108664.530631,groupby,G1_1e8_1e2_0_1,100000000,sum v1:v3 by id6,1000000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,44.519,9.333,TRUE,300012972.000;300003781.000;5042645988.022,0.024,
mr-0xc11,1544072228,1544108711.293840,groupby,G1_1e8_1e2_0_1,100000000,sum v1:v3 by id6,1000000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,44.17,9.37,TRUE,300012972.000;300003781.000;5042645988.022,0.002,
mr-0xc11,1544072228,1544113876.694120,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,145.86,83.015,TRUE,2999972045.000,0.004,
mr-0xc11,1544072228,1544114044.280329,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1,100,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,137.703,83.09,TRUE,2999972045.000,0.0,
mr-0xc11,1544072228,1544114396.411710,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,323.692,83.016,TRUE,2999972045.000,0.0,
mr-0xc11,1544072228,1544114748.750217,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 by id1:id2,10000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,323.892,83.016,TRUE,2999972045.000,0.0,
mr-0xc11,1544072228,1544115810.917827,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 mean v3 by id3,10000000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1033.522,83.477,TRUE,2999972045.000;481703143.920,0.067,
mr-0xc11,1544072228,1544116871.593512,groupby,G1_1e9_1e2_0_0,1000000000,sum v1 mean v3 by id3,10000000,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1032.369,83.477,TRUE,2999972045.000;481703143.920,0.014,
mr-0xc11,1544072228,1544117058.708081,groupby,G1_1e9_1e2_0_0,1000000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,158.798,83.09,TRUE,299.997;300.002;4817.038,0.0,
mr-0xc11,1544072228,1544117244.635924,groupby,G1_1e9_1e2_0_0,1000000000,mean v1:v3 by id4,100,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,157.589,83.09,TRUE,299.997;300.002;4817.038,0.0,
mr-0xc11,1544072228,1544118314.548455,groupby,G1_1e9_1e2_0_0,1000000000,sum v1:v3 by id6,10000000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,1041.253,83.559,TRUE,2999972045.000;3000019420.000;48170381592.374,0.038,
mr-0xc11,1544072228,1544119384.769841,groupby,G1_1e9_1e2_0_0,1000000000,sum v1:v3 by id6,10000000,4,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,1041.96,83.559,TRUE,2999972045.000;3000019420.000;48170381592.374,0.02,
mr-0xc11,1544072228,1544129335.854297,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1,10,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,251.575,91.25,TRUE,2999972045.000,0.005,
mr-0xc11,1544072228,1544129591.279058,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1,10,2,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,188.717,91.995,TRUE,2999972045.000,0.0,
mr-0xc11,1544072228,1544130114.442659,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1:id2,100,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,465.318,91.324,TRUE,2999972045.000,0.0,
mr-0xc11,1544072228,1544130637.727453,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 by id1:id2,100,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,465.476,91.324,TRUE,2999972045.000,0.0,
mr-0xc11,1544072228,1544142602.257400,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 mean v3 by id3,99995425,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,1,11906.431,95.722,TRUE,2999972045.000;4816780557.239,0.169,
mr-0xc11,1544072228,1544154485.751319,groupby,G1_1e9_1e1_0_0,1000000000,sum v1 mean v3 by id3,99995425,3,juliadf,0.15.1,60c2820c9ae93cc33e98cd820e0b449d551c7874,by,2,11825.645,95.722,TRUE,2999972045.000;4816780557.239,0.12,
